iter	Logloss
510	0.1337353573
511	0.1336044711
512	0.1333403144
513	0.1331160789
514	0.1328818854
515	0.1328421526
516	0.1326157769
517	0.1323562888
518	0.1320867206
519	0.1318268443
520	0.131562366
521	0.1313224726
522	0.1310379782
523	0.1307844118
524	0.1305263209
525	0.1302218326
526	0.1300017778
527	0.1298070176
528	0.1294794304
529	0.1292777616
530	0.1289917258
531	0.1287989506
532	0.1285144895
533	0.1282799299
534	0.1279800881
535	0.1277091669
536	0.1274933926
537	0.1272791264
538	0.1269968831
539	0.1267432058
540	0.1264694569
541	0.1262363389
542	0.1260377751
543	0.1258318036
544	0.1255624793
545	0.1252607079
546	0.1249893432
547	0.1247344128
548	0.12448801
549	0.124267933
550	0.1241433343
551	0.1239637774
552	0.1237827013
553	0.1235712074
554	0.1233860171
555	0.1232012483
556	0.1230081403
557	0.1226236432
558	0.1224048637
559	0.1222297535
560	0.1220415248
561	0.1218565786
562	0.1217040128
563	0.1215087092
564	0.1212805815
565	0.1210489606
566	0.120813902
567	0.1205243066
568	0.1203560053
569	0.1200118841
570	0.1197637181
571	0.119572462
572	0.1194146178
573	0.1192194029
574	0.1189825036
575	0.1188606883
576	0.1186060351
577	0.1183672838
578	0.1181154695
579	0.1179582906
580	0.1177973636
581	0.117623928
582	0.1174436724
583	0.1171854818
584	0.116989912
585	0.1167577921
586	0.1165039706
587	0.1163998537
588	0.1161811962
589	0.1159767883
590	0.1157631431
591	0.1156420153
592	0.1154828737
593	0.115359883
594	0.1151639805
595	0.115026718
596	0.1147656552
597	0.1146147085
598	0.1143592236
599	0.1140630855
600	0.1138482537
601	0.1136603245
602	0.1134191114
603	0.1133179886
604	0.1130255322
605	0.1128747075
606	0.1127524154
607	0.1125062011
608	0.1123804492
609	0.1122202319
610	0.1119992456
611	0.1117549941
612	0.1115811592
613	0.1114428542
614	0.1112171439
615	0.1109722936
616	0.1108309724
617	0.1106797152
618	0.110493793
619	0.1103744285
620	0.1101683683
621	0.1099964519
622	0.1098046414
623	0.1096410086
624	0.1094374102
625	0.1092552806
626	0.1090008603
627	0.1088325478
628	0.1086886983
629	0.1085117362
630	0.108259567
631	0.1080525642
632	0.1079090584
633	0.1076759294
634	0.1075285091
635	0.1073323072
636	0.1071862731
637	0.1070146782
638	0.1069170708
639	0.1066871909
640	0.1064517332
641	0.106278985
642	0.1061030543
643	0.1057947735
644	0.1055689745
645	0.1053345259
646	0.105205547
647	0.105093213
648	0.1048629672
649	0.1046367024
650	0.1044730918
651	0.104316911
652	0.1041309778
653	0.1039483714
654	0.103718425
655	0.1035463089
656	0.1033031552
657	0.1031117107
658	0.1029827872
659	0.1027556242
660	0.1025665749
661	0.1024467557
662	0.1023568442
663	0.1021838632
664	0.1020061138
665	0.1019113452
666	0.1016373302
667	0.1014622533
668	0.1013084012
669	0.1011679893
670	0.1009528581
671	0.1007457556
672	0.1005978252
673	0.1003878394
674	0.1002444001
675	0.1000130232
676	0.09983317797
677	0.09972224125
678	0.09952272371
679	0.09937515924
680	0.09925647115
681	0.09909274966
682	0.09888373974
683	0.09876803465
684	0.09858949794
685	0.09838882712
686	0.09824621955
687	0.09813621432
688	0.09794213051
689	0.09776805168
690	0.09764459521
691	0.09744850425
692	0.09720789
693	0.09709524554
694	0.09698836748
695	0.09679381792
696	0.09666786637
697	0.09655257159
698	0.09640673704
699	0.09624284922
700	0.09611143068
701	0.09592532003
702	0.09575617591
703	0.09565104995
704	0.09542130315
705	0.09531047732
706	0.09518834048
707	0.09509194174
708	0.09495029893
709	0.09483057954
710	0.09476976616
711	0.09470465017
712	0.09455725204
713	0.0944088337
714	0.09429337258
715	0.09410317
716	0.09390472811
717	0.09379142939
718	0.09362961525
719	0.0935040851
720	0.09340791924
721	0.09326820595
722	0.09312955723
723	0.0929512534
724	0.0927857022
725	0.09264075479
726	0.09248114741
727	0.09234567021
728	0.09218780939
729	0.09200311262
730	0.0918155271
731	0.09169696098
732	0.09151669436
733	0.09138431106
734	0.09131347301
735	0.09121408573
736	0.09105420667
737	0.09094940784
738	0.09082157667
739	0.09066852303
740	0.09049598561
741	0.09031041278
742	0.09011966683
743	0.08994924745
744	0.08983464574
745	0.08971493743
746	0.08962253637
747	0.08948369913
748	0.0893252284
749	0.08915667756
750	0.08901360978
751	0.08879440884
752	0.08869712297
753	0.08853442724
754	0.08844848012
755	0.08828699866
756	0.08810998118
757	0.08800264292
758	0.08790806282
759	0.08778111879
760	0.08762936259
761	0.0874349461
762	0.08723663729
763	0.08710030622
764	0.0869537287
765	0.0868615217
766	0.08677393337
767	0.08664150571
768	0.08650326174
769	0.08637364521
770	0.08632267353
771	0.08617459342
772	0.08603303931
773	0.0858884135
774	0.0856832349
775	0.08562299817
776	0.08544890271
777	0.08534908295
778	0.08525342719
779	0.08513667417
780	0.08501393296
781	0.08490361724
782	0.08477361812
783	0.08467552274
784	0.08459861334
785	0.08449271113
786	0.08438044925
787	0.08421416615
788	0.08410411103
789	0.08398935961
790	0.08385834029
791	0.08370101175
792	0.08357606932
793	0.08352830244
794	0.08339733301
795	0.08328061326
796	0.08315905859
797	0.08302492319
798	0.08286969606
799	0.08268919656
800	0.08250550337
801	0.08235405767
802	0.08222464628
803	0.08209211327
804	0.08194219789
805	0.08182402544
806	0.08167387718
807	0.08153998575
808	0.08142391471
809	0.08130873636
810	0.08118363868
811	0.08098671603
812	0.08088425703
813	0.08075830548
814	0.08062858914
815	0.08051627181
816	0.08039283198
817	0.08023108438
818	0.08018138797
819	0.08002708125
820	0.07989743698
821	0.07977475122
822	0.07966023822
823	0.07950569863
824	0.0793536652
825	0.07923575335
826	0.07908625381
827	0.07897853851
828	0.0788536349
829	0.07874981193
830	0.07861585395
831	0.07851864016
832	0.07840266339
833	0.07831799152
834	0.07821176218
835	0.07812758934
836	0.07803014267
837	0.0779525402
838	0.07783379111
839	0.07771258022
840	0.07762685487
841	0.07745351348
842	0.07737546743
843	0.07729674495
844	0.07717542316
845	0.07705468355
846	0.07697462481
847	0.0768322612
848	0.07670517855
849	0.07658132841
850	0.07652544421
851	0.07646308943
852	0.07634543264
853	0.07622173221
854	0.07609761038
855	0.07598322491
856	0.07587205532
857	0.07576618638
858	0.07562926758
859	0.07544403852
860	0.07535966053
861	0.07526894503
862	0.0752413162
863	0.07513506468
864	0.07500700618
865	0.07489080207
866	0.0747961
867	0.07472683663
868	0.07462951749
869	0.07446701582
870	0.07437160403
871	0.07429136786
872	0.07417993767
873	0.07402751612
874	0.07396589324
875	0.07386645605
876	0.07380751676
877	0.0737410257
878	0.07361274542
879	0.07351209951
880	0.07345566639
881	0.07336263878
882	0.07322740555
883	0.07310093281
884	0.07296954754
885	0.07287555517
886	0.07273941816
887	0.07262654637
888	0.07255830876
889	0.07241247421
890	0.07225958137
891	0.07217482633
892	0.07210283501
893	0.07202886981
894	0.07193713964
895	0.07184946814
896	0.07176031623
897	0.07167379246
898	0.07155920738
899	0.07141799705
900	0.0712546526
901	0.07115075755
902	0.07099814748
903	0.07094924394
904	0.07088936207
905	0.07078768486
906	0.07068015254
907	0.07060381978
908	0.07049095908
909	0.07041059538
910	0.07032747047
911	0.07024742836
912	0.07016866706
913	0.07009108676
914	0.06999011927
915	0.06988827018
916	0.06979880222
917	0.06969382042
918	0.06961998274
919	0.0694860414
920	0.06937972889
921	0.06929725824
922	0.0691985086
923	0.06904683002
924	0.06891535604
925	0.06882026029
926	0.06869544539
927	0.06854862945
928	0.06845297924
929	0.06836998185
930	0.06832962812
931	0.06826359172
932	0.06815548276
933	0.06804448505
934	0.06794714373
935	0.06785388326
936	0.06778351096
937	0.06764262222
938	0.06751169715
939	0.06741468296
940	0.06732390648
941	0.06721675119
942	0.06713443579
943	0.06709093271
944	0.06701093496
945	0.06695138576
946	0.06683814248
947	0.06675661442
948	0.06667717113
949	0.06658640019
950	0.06650738383
951	0.06642175275
952	0.06632189418
953	0.06623193275
954	0.06618481459
955	0.06609106618
956	0.06603007538
957	0.06594026366
958	0.06586074829
959	0.06575553362
960	0.06566591595
961	0.06554750509
962	0.06548047066
963	0.06540150975
964	0.06531376062
965	0.06521851517
966	0.0651104173
967	0.06498523646
968	0.06487225377
969	0.06479445724
970	0.0647205752
971	0.06463859248
972	0.06452358601
973	0.06442665499
974	0.06428507871
975	0.06421314284
976	0.06411914493
977	0.06401152389
978	0.06389405561
979	0.06380810849
980	0.06372493921
981	0.06364721476
982	0.06352140737
983	0.06341205641
984	0.06333168163
985	0.06325510491
986	0.06319547808
987	0.06309967263
988	0.06302240837
989	0.06290594367
990	0.06278888569
991	0.06273243039
992	0.06267878067
993	0.06262418836
994	0.0625532616
995	0.06246541267
996	0.06235598409
997	0.06227749447
998	0.06219178577
999	0.06212246695
